identity;original_image;aligned_image;confidence
0;000000/00.jpg;000000/00_01.jpg;0.8804293274879456
0;000000/01.jpg;000000/01_01.jpg;0.880391538143158
0;000000/02.jpg;000000/02_01.jpg;0.8757293820381165
0;000000/03.jpg;000000/03_01.jpg;0.8859352469444275
0;000000/04.jpg;000000/04_01.jpg;0.8778381943702698
0;000000/05.jpg;000000/05_01.jpg;0.900876522064209
0;000000/06.jpg;000000/06_01.jpg;0.8351562023162842
0;000000/07.jpg;000000/07_01.jpg;0.8712315559387207
0;000000/08.jpg;000000/08_01.jpg;0.86814945936203
0;000000/09.jpg;000000/09_01.jpg;0.9003089666366577
0;000000/10.jpg;000000/10_01.jpg;0.8775588870048523
0;000000/11.jpg;000000/11_01.jpg;0.8604227304458618
0;000000/12.jpg;000000/12_01.jpg;0.8461235761642456
0;000000/13.jpg;000000/13_01.jpg;0.8982762694358826
0;000000/14.jpg;000000/14_01.jpg;0.8686237335205078
1;000001/00.jpg;000001/00_01.jpg;0.8867589235305786
1;000001/01.jpg;000001/01_01.jpg;0.8803302645683289
1;000001/02.jpg;000001/02_01.jpg;0.8923337459564209
1;000001/03.jpg;000001/03_01.jpg;0.8805850148200989
1;000001/04.jpg;000001/04_01.jpg;0.8900986313819885
1;000001/05.jpg;000001/05_01.jpg;0.892167329788208
1;000001/06.jpg;000001/06_01.jpg;0.893730103969574
1;000001/07.jpg;000001/07_01.jpg;0.8697677254676819
1;000001/08.jpg;000001/08_01.jpg;0.825668454170227
1;000001/09.jpg;000001/09_01.jpg;0.8761239051818848
1;000001/10.jpg;000001/10_01.jpg;0.8750325441360474
1;000001/11.jpg;000001/11_01.jpg;0.8786935806274414
1;000001/12.jpg;000001/12_01.jpg;0.8678058385848999
1;000001/13.jpg;000001/13_01.jpg;0.8582684993743896
1;000001/14.jpg;000001/14_01.jpg;0.8820156455039978
2;000002/00.jpg;000002/00_01.jpg;0.8781102895736694
2;000002/01.jpg;000002/01_01.jpg;0.883549153804779
2;000002/02.jpg;000002/02_01.jpg;0.8841776251792908
2;000002/03.jpg;000002/03_01.jpg;0.8734040856361389
2;000002/04.jpg;000002/04_01.jpg;0.90687495470047
2;000002/05.jpg;000002/05_01.jpg;0.8843418955802917
2;000002/06.jpg;000002/06_01.jpg;0.8994371891021729
2;000002/07.jpg;000002/07_01.jpg;0.8757888674736023
2;000002/08.jpg;000002/08_01.jpg;0.8749770522117615
2;000002/09.jpg;000002/09_01.jpg;0.8827511072158813
2;000002/10.jpg;000002/10_01.jpg;0.8767039775848389
2;000002/11.jpg;000002/11_01.jpg;0.8819783329963684
2;000002/12.jpg;000002/12_01.jpg;0.8594810366630554
2;000002/13.jpg;000002/13_01.jpg;0.8779293298721313
2;000002/14.jpg;000002/14_01.jpg;0.8930704593658447
3;000003/00.jpg;000003/00_01.jpg;0.8832886219024658
3;000003/01.jpg;000003/01_01.jpg;0.8957107663154602
3;000003/02.jpg;000003/02_01.jpg;0.8788588047027588
3;000003/03.jpg;000003/03_01.jpg;0.8901289105415344
3;000003/04.jpg;000003/04_01.jpg;0.8872626423835754
3;000003/05.jpg;000003/05_01.jpg;0.9011526107788086
3;000003/06.jpg;000003/06_01.jpg;0.8975160121917725
3;000003/07.jpg;000003/07_01.jpg;0.8405268788337708
3;000003/08.jpg;000003/08_01.jpg;0.8902120590209961
3;000003/09.jpg;000003/09_01.jpg;0.903703510761261
3;000003/10.jpg;000003/10_01.jpg;0.8934265375137329
3;000003/11.jpg;000003/11_01.jpg;0.8897284269332886
3;000003/12.jpg;000003/12_01.jpg;0.8537762761116028
3;000003/13.jpg;000003/13_01.jpg;0.9016188979148864
3;000003/14.jpg;000003/14_01.jpg;0.8909833431243896
4;000004/00.jpg;000004/00_01.jpg;0.8986523747444153
4;000004/01.jpg;000004/01_01.jpg;0.8937743902206421
4;000004/02.jpg;000004/02_01.jpg;0.8828938007354736
4;000004/03.jpg;000004/03_01.jpg;0.8545677661895752
4;000004/04.jpg;000004/04_01.jpg;0.8678396344184875
4;000004/05.jpg;000004/05_01.jpg;0.8797016739845276
4;000004/06.jpg;000004/06_01.jpg;0.8872567415237427
4;000004/07.jpg;000004/07_01.jpg;0.8511922955513
4;000004/08.jpg;000004/08_01.jpg;0.8967859148979187
4;000004/09.jpg;000004/09_01.jpg;0.8839046955108643
4;000004/10.jpg;000004/10_01.jpg;0.8923150897026062
4;000004/11.jpg;000004/11_01.jpg;0.8716927766799927
4;000004/12.jpg;000004/12_01.jpg;0.8495044112205505
4;000004/13.jpg;000004/13_01.jpg;0.8915857076644897
4;000004/14.jpg;000004/14_01.jpg;0.872604489326477
5;000005/00.jpg;000005/00_01.jpg;0.8845148682594299
5;000005/01.jpg;000005/01_01.jpg;0.9145321249961852
5;000005/02.jpg;000005/02_01.jpg;0.8913586139678955
5;000005/03.jpg;000005/03_01.jpg;0.8895798325538635
5;000005/04.jpg;000005/04_01.jpg;0.874177098274231
5;000005/05.jpg;000005/05_01.jpg;0.8898720145225525
5;000005/06.jpg;000005/06_01.jpg;0.8501268625259399
5;000005/07.jpg;000005/07_01.jpg;0.8633110523223877
5;000005/08.jpg;000005/08_01.jpg;0.8629162907600403
5;000005/09.jpg;000005/09_01.jpg;0.8844291567802429
5;000005/10.jpg;000005/10_01.jpg;0.8630883693695068
5;000005/11.jpg;000005/11_01.jpg;0.8737052083015442
5;000005/12.jpg;000005/12_01.jpg;0.8824911713600159
5;000005/13.jpg;000005/13_01.jpg;0.8861438632011414
5;000005/14.jpg;000005/14_01.jpg;0.871863603591919
6;000006/00.jpg;000006/00_01.jpg;0.8897062540054321
6;000006/01.jpg;000006/01_01.jpg;0.8785789012908936
6;000006/02.jpg;000006/02_01.jpg;0.880983829498291
6;000006/03.jpg;000006/03_01.jpg;0.9002710580825806
6;000006/04.jpg;000006/04_01.jpg;0.8829646110534668
6;000006/05.jpg;000006/05_01.jpg;0.8938550353050232
6;000006/06.jpg;000006/06_01.jpg;0.8909783363342285
6;000006/07.jpg;000006/07_01.jpg;0.8797793388366699
6;000006/08.jpg;000006/08_01.jpg;0.8750956058502197
6;000006/09.jpg;000006/09_01.jpg;0.9035159349441528
6;000006/10.jpg;000006/10_01.jpg;0.8895288705825806
6;000006/11.jpg;000006/11_01.jpg;0.8964675068855286
6;000006/12.jpg;000006/12_01.jpg;0.8538204431533813
6;000006/13.jpg;000006/13_01.jpg;0.8855893611907959
6;000006/14.jpg;000006/14_01.jpg;0.8660433292388916
7;000007/00.jpg;000007/00_01.jpg;0.8840542435646057
7;000007/01.jpg;000007/01_01.jpg;0.8825063109397888
7;000007/02.jpg;000007/02_01.jpg;0.8890014886856079
7;000007/03.jpg;000007/03_01.jpg;0.872330367565155
7;000007/04.jpg;000007/04_01.jpg;0.8580531477928162
7;000007/05.jpg;000007/05_01.jpg;0.8939311504364014
7;000007/06.jpg;000007/06_01.jpg;0.9196392297744752
7;000007/07.jpg;000007/07_01.jpg;0.886235773563385
7;000007/08.jpg;000007/08_01.jpg;0.8854361772537231
7;000007/09.jpg;000007/09_01.jpg;0.8809013962745667
7;000007/10.jpg;000007/10_01.jpg;0.8919605612754822
7;000007/11.jpg;000007/11_01.jpg;0.8819654583930969
7;000007/12.jpg;000007/12_01.jpg;0.888228714466095
7;000007/13.jpg;000007/13_01.jpg;0.8424790501594543
7;000007/14.jpg;000007/14_01.jpg;0.893606424331665
8;000008/00.jpg;000008/00_01.jpg;0.8970280289649963
8;000008/01.jpg;000008/01_01.jpg;0.8894232511520386
8;000008/02.jpg;000008/02_01.jpg;0.8674803376197815
8;000008/03.jpg;000008/03_01.jpg;0.8796486854553223
8;000008/04.jpg;000008/04_01.jpg;0.8859694600105286
8;000008/05.jpg;000008/05_01.jpg;0.8942947387695312
8;000008/06.jpg;000008/06_01.jpg;0.9049820303916932
8;000008/07.jpg;000008/07_01.jpg;0.8639338612556458
8;000008/08.jpg;000008/08_01.jpg;0.876787543296814
8;000008/09.jpg;000008/09_01.jpg;0.8850352168083191
8;000008/10.jpg;000008/10_01.jpg;0.8738702535629272
8;000008/11.jpg;000008/11_01.jpg;0.8671329021453857
8;000008/12.jpg;000008/12_01.jpg;0.8622851371765137
8;000008/13.jpg;000008/13_01.jpg;0.8791483640670776
8;000008/14.jpg;000008/14_01.jpg;0.8742062449455261
9;000009/00.jpg;000009/00_01.jpg;0.8940556049346924
9;000009/01.jpg;000009/01_01.jpg;0.9021692872047424
9;000009/02.jpg;000009/02_01.jpg;0.8809307217597961
9;000009/03.jpg;000009/03_01.jpg;0.8778867125511169
9;000009/04.jpg;000009/04_01.jpg;0.8897161483764648
9;000009/05.jpg;000009/05_01.jpg;0.91578871011734
9;000009/06.jpg;000009/06_01.jpg;0.8724330067634583
9;000009/07.jpg;000009/07_01.jpg;0.8535581231117249
9;000009/08.jpg;000009/08_01.jpg;0.8714374899864197
9;000009/09.jpg;000009/09_01.jpg;0.8992389440536499
9;000009/10.jpg;000009/10_01.jpg;0.8954690098762512
9;000009/11.jpg;000009/11_01.jpg;0.8787131905555725
9;000009/12.jpg;000009/12_01.jpg;0.863857626914978
9;000009/13.jpg;000009/13_01.jpg;0.8887151479721069
9;000009/14.jpg;000009/14_01.jpg;0.9001139998435974
10;000010/00.jpg;000010/00_01.jpg;0.8999562859535217
10;000010/01.jpg;000010/01_01.jpg;0.8860795497894287
10;000010/02.jpg;000010/02_01.jpg;0.8848915100097656
10;000010/03.jpg;000010/03_01.jpg;0.8883328437805176
10;000010/04.jpg;000010/04_01.jpg;0.9015207290649414
10;000010/05.jpg;000010/05_01.jpg;0.8891739249229431
10;000010/06.jpg;000010/06_01.jpg;0.8802778720855713
10;000010/07.jpg;000010/07_01.jpg;0.863903284072876
10;000010/08.jpg;000010/08_01.jpg;0.8798409700393677
10;000010/09.jpg;000010/09_01.jpg;0.8642361760139465
10;000010/10.jpg;000010/10_01.jpg;0.8864515423774719
10;000010/11.jpg;000010/11_01.jpg;0.8919903039932251
10;000010/12.jpg;000010/12_01.jpg;0.8767174482345581
10;000010/13.jpg;000010/13_01.jpg;0.900959312915802
10;000010/14.jpg;000010/14_01.jpg;0.878477156162262
11;000011/00.jpg;000011/00_01.jpg;0.8775840401649475
11;000011/01.jpg;000011/01_01.jpg;0.8896666169166565
11;000011/02.jpg;000011/02_01.jpg;0.8749191761016846
11;000011/03.jpg;000011/03_01.jpg;0.8712970018386841
11;000011/04.jpg;000011/04_01.jpg;0.8809512257575989
11;000011/05.jpg;000011/05_01.jpg;0.8884586691856384
11;000011/06.jpg;000011/06_01.jpg;0.8874095678329468
11;000011/07.jpg;000011/07_01.jpg;0.8581581115722656
11;000011/08.jpg;000011/08_01.jpg;0.8842602372169495
11;000011/09.jpg;000011/09_01.jpg;0.803844153881073
11;000011/10.jpg;000011/10_01.jpg;0.8896772265434265
11;000011/11.jpg;000011/11_01.jpg;0.8941563963890076
11;000011/12.jpg;000011/12_01.jpg;0.8833678960800171
11;000011/13.jpg;000011/13_01.jpg;0.8813461065292358
11;000011/14.jpg;000011/14_01.jpg;0.8900654911994934
12;000012/00.jpg;000012/00_01.jpg;0.9100503921508788
12;000012/01.jpg;000012/01_01.jpg;0.8792060017585754
12;000012/02.jpg;000012/02_01.jpg;0.8856419920921326
12;000012/03.jpg;000012/03_01.jpg;0.8765268921852112
12;000012/04.jpg;000012/04_01.jpg;0.8850492238998413
12;000012/05.jpg;000012/05_01.jpg;0.8928779363632202
12;000012/06.jpg;000012/06_01.jpg;0.9088749885559082
12;000012/07.jpg;000012/07_01.jpg;0.8517059087753296
12;000012/08.jpg;000012/08_01.jpg;0.8649912476539612
12;000012/09.jpg;000012/09_01.jpg;0.8985170125961304
12;000012/10.jpg;000012/10_01.jpg;0.8872970342636108
12;000012/11.jpg;000012/11_01.jpg;0.8765403628349304
12;000012/12.jpg;000012/12_01.jpg;0.8684816956520081
12;000012/13.jpg;000012/13_01.jpg;0.8998121023178101
12;000012/14.jpg;000012/14_01.jpg;0.8903630375862122
13;000013/00.jpg;000013/00_01.jpg;0.894444465637207
13;000013/01.jpg;000013/01_01.jpg;0.874072253704071
13;000013/02.jpg;000013/02_01.jpg;0.8904339075088501
13;000013/03.jpg;000013/03_01.jpg;0.8815532922744751
13;000013/04.jpg;000013/04_01.jpg;0.8937479853630066
13;000013/05.jpg;000013/05_01.jpg;0.8949339389801025
13;000013/06.jpg;000013/06_01.jpg;0.8889443874359131
13;000013/07.jpg;000013/07_01.jpg;0.856569230556488
13;000013/08.jpg;000013/08_01.jpg;0.8895865082740784
13;000013/09.jpg;000013/09_01.jpg;0.8759418725967407
13;000013/10.jpg;000013/10_01.jpg;0.8848939538002014
13;000013/11.jpg;000013/11_01.jpg;0.8912904262542725
13;000013/12.jpg;000013/12_01.jpg;0.8786931037902832
13;000013/13.jpg;000013/13_01.jpg;0.916113555431366
13;000013/14.jpg;000013/14_01.jpg;0.8813003301620483
14;000014/00.jpg;000014/00_01.jpg;0.9014998078346252
14;000014/01.jpg;000014/01_01.jpg;0.8868052363395691
14;000014/02.jpg;000014/02_01.jpg;0.8897086381912231
14;000014/03.jpg;000014/03_01.jpg;0.8583527207374573
14;000014/04.jpg;000014/04_01.jpg;0.8894818425178528
14;000014/05.jpg;000014/05_01.jpg;0.9022005796432496
14;000014/06.jpg;000014/06_01.jpg;0.8403943777084351
14;000014/07.jpg;000014/07_01.jpg;0.8398873209953308
14;000014/08.jpg;000014/08_01.jpg;0.8905908465385437
14;000014/09.jpg;000014/09_01.jpg;0.91976398229599
14;000014/10.jpg;000014/10_01.jpg;0.8820726871490479
14;000014/11.jpg;000014/11_01.jpg;0.8822230100631714
14;000014/12.jpg;000014/12_01.jpg;0.8669087886810303
14;000014/13.jpg;000014/13_01.jpg;0.9050363302230836
14;000014/14.jpg;000014/14_01.jpg;0.8930912613868713
15;000015/00.jpg;000015/00_01.jpg;0.8913617134094238
15;000015/01.jpg;000015/01_01.jpg;0.8854944705963135
15;000015/02.jpg;000015/02_01.jpg;0.8901481032371521
15;000015/03.jpg;000015/03_01.jpg;0.8631860613822937
15;000015/04.jpg;000015/04_01.jpg;0.8910943269729614
15;000015/05.jpg;000015/05_01.jpg;0.8848296403884888
15;000015/06.jpg;000015/06_01.jpg;0.9047388434410096
15;000015/07.jpg;000015/07_01.jpg;0.8636707067489624
15;000015/08.jpg;000015/08_01.jpg;0.8833476901054382
15;000015/09.jpg;000015/09_01.jpg;0.8974877595901489
15;000015/10.jpg;000015/10_01.jpg;0.8652017116546631
15;000015/11.jpg;000015/11_01.jpg;0.8891300559043884
15;000015/12.jpg;000015/12_01.jpg;0.8536589741706848
15;000015/13.jpg;000015/13_01.jpg;0.8868746757507324
15;000015/14.jpg;000015/14_01.jpg;0.8864076137542725
16;000016/00.jpg;000016/00_01.jpg;0.8759915232658386
16;000016/01.jpg;000016/01_01.jpg;0.8753557205200195
16;000016/02.jpg;000016/02_01.jpg;0.880085289478302
16;000016/03.jpg;000016/03_01.jpg;0.8631377816200256
16;000016/04.jpg;000016/04_01.jpg;0.8422870635986328
16;000016/05.jpg;000016/05_01.jpg;0.8840057253837585
16;000016/06.jpg;000016/06_01.jpg;0.911387860774994
16;000016/07.jpg;000016/07_01.jpg;0.8478930592536926
16;000016/08.jpg;000016/08_01.jpg;0.8862470388412476
16;000016/09.jpg;000016/09_01.jpg;0.8966773748397827
16;000016/10.jpg;000016/10_01.jpg;0.8823140859603882
16;000016/11.jpg;000016/11_01.jpg;0.8878476023674011
16;000016/12.jpg;000016/12_01.jpg;0.8669665455818176
16;000016/13.jpg;000016/13_01.jpg;0.8890646696090698
16;000016/14.jpg;000016/14_01.jpg;0.8791890144348145
17;000017/00.jpg;000017/00_01.jpg;0.887456476688385
17;000017/01.jpg;000017/01_01.jpg;0.8891770839691162
17;000017/02.jpg;000017/02_01.jpg;0.8954499959945679
17;000017/03.jpg;000017/03_01.jpg;0.8840558528900146
17;000017/04.jpg;000017/04_01.jpg;0.8757519125938416
17;000017/05.jpg;000017/05_01.jpg;0.8890056014060974
17;000017/06.jpg;000017/06_01.jpg;0.8917534351348877
17;000017/07.jpg;000017/07_01.jpg;0.862034797668457
17;000017/08.jpg;000017/08_01.jpg;0.8888892531394958
17;000017/09.jpg;000017/09_01.jpg;0.9040420651435852
17;000017/10.jpg;000017/10_01.jpg;0.8885653614997864
17;000017/11.jpg;000017/11_01.jpg;0.8649397492408752
17;000017/12.jpg;000017/12_01.jpg;0.8577393889427185
17;000017/13.jpg;000017/13_01.jpg;0.8862282633781433
17;000017/14.jpg;000017/14_01.jpg;0.8895516395568848
18;000018/00.jpg;000018/00_01.jpg;0.8874458074569702
